x,y,label,text
9.074162,5.8631783,4,"Yeah, so I didn't even know the 1 car had an engine issue. That's a bummer for sure. Our engine shop does a great job. Yeah, that's a bummer."
5.6802044,6.0161405,2,"didn't fire me up a whole lot. I look out every day I loved practice, even as a player, I"
8.275348,4.2145405,2," A little bit, but not very much.  I didn't change anything really; just very small things, you know, they were easy to change, to adjust."
8.89574,3.2391984,1,About four years ago.  I started using it midsummer and I've used the same putter ever since.  I've only changed the grip on it once.  I just was having some difficulties with my putting.  I love the long putter.
7.303358,4.451766,4,"We played a match without Madison Duello. She's kind of an important part of what we're doing. And it's really interesting of going back, like they said, and watching a match that you played, what, three months ago."
7.1904907,5.481857,2," I don't think so.  Not at all.  I know she is a good player, but all the other things have nothing to do you know, with the way I am going to play her."
6.887866,5.987048,2,"That's a great question. This year since Spring Training, him, Robles, and I have really come a long way, very long way. Spring Training was fun and interesting. How far we've come since then has been tremendous."
6.75105,3.1811683,7," Well, when you ask me that, I feel maybe a little bit bad for her now, but I feel more happy for myself, so it just overwhelms that."
6.6185613,4.5265145,6," Just looking forward to playing this game, because every  -- we've always dreamed of playing in this game, and we're doing everything we can to win the football game."
9.34722,5.9617915,5,I see where you're going.  That's not our motivation.  We're trying to compete for a title.  Golden State doesn't have anything to do with us.
7.1988597,3.7703483,1,That's a part of the coaching staff and what was evaluated of the situation and the nature of this tournament. So we wanted to bring her into the middle always to have her affect the game a bit more.
7.213891,4.7268066,4,I think I got -- I kind of just saved it when my ball striking wasn't there; when my putting wasn't there I saved it by the second putts.
8.708372,6.501393,6,"Yeah, Murshida is very young in the Team, and she has the potential to play well in the match. She's in good form nowadays, and I think she's going to be our best player in our Team."
7.1846757,5.500273,6,I don't know what the Nats fans are going to be like. I know they're going to be loud. I know it's going to be exciting here. They waited for a long time for this opportunity.
9.184095,5.226093,6,We're very happy to be here and excited to be competing in this phase of the tournament and looking forward to our match tomorrow. Thanks.
6.201645,4.4156704,1,"  Yeah, it was more just the read.  I had every intention to go with a rotation that we have been and possibly could go with that in Game 6."
7.8277493,7.2345805,7,"That's a really good question that I don't know exactly how to answer yet, specifically, because these are the types of things that I personally haven't spent a ton of time on."
6.6411023,3.3040316,1,"You know, we'll have these conversations all day. It's an exciting time. Our pitching will be mapped out a little bit, but honestly, we're just going to go with whatever we feel during the game."
5.8516192,3.6461701,5,"  No.  I mean, our backs are against the wall.  It's not like it's never been done before.  We still got hope, we are still going to grind to the end, start to finish."
5.438702,6.767356,2,"If I had to pick one weakness from AnÃ»?bal, it's hold the runners on. And we knew that. We tried different things. But he gets so focused on getting hitters out that sometimes he gets a little long."
6.1957345,2.5239224,4,"  Yeah, unfortunately I didn't hit that great of a shot on 11.  I feel like I executed my game plan, but we didn't carry it far enough for it to take that slope down."
7.1140933,5.6433086,4," I don't know why was that.  I have six chances to come in, I didn't come once, so that is the way."
7.086631,2.5461743,8," I could got a bad call, Bud.  Just long time out there to get a bad call on a big point."
6.040252,4.6479907,7,"  It means the world to me obviously that they're here.  This is the closest golf tournament that we have, and commish just added it to our schedule with COVID happening and canceling some events, having them here was just amazing."
5.319482,4.8298197,7,Just makes you feel good.  It makes you want to play harder and play better because it is also a good feeling that the crowd is enjoying the match and that they are getting into it too.
5.716825,5.0539155,4," I think it's just another loss.  I mean, we won six Grand Slams in a row.  How lucky do you want to be?"
5.6298738,4.3760614,2,"He's good. He threw, he felt good. We'll see what transpires between now and tonight. But he says he feels good. So, yeah, as of right now he'll definitely start Game 7."
7.631009,3.7356586,2,"I haven't yet spoken to Max today, waiting for him to get here. So hopefully he's a little bit better. We'll see and I'll talk to him and have more information sometime later today or tomorrow."
7.7856755,5.7955947,4,"Yeah, I think tonight they were really clean, yeah, I'd agree. And I thought we had some chances certainly in the second to maybe pull out a set here, and then it's hard to know."
6.679787,4.8318925,4,"I think we had a good season, the seniors stepped up and this was their last game and they played hard and I still think we had a good season even though we lost the last two games."
8.283119,6.407336,7,"No, I appreciate you saying that. But I'm not saying this trying to brag or trying to have any sense of overconfidence or anything like that."
5.2238274,2.6430793,7," I don't know, I signed the ball for a kid, so he might have had it because it was the same number.  Could have been that ball, I don't know."
6.101839,3.1479466,4,"  Honestly, today's round was a little bit boring.  I had 16 pars going into my last two holes, and pars are good, but they can be frustrating if you know you gave yourself a couple birdie chances."
5.459947,6.819396,2,"It's been huge. And like I said, everybody talks about our big three, but AnÃ»?bal has pitched unbelievable since he came off the aisle all year long. He gives us a chance to win ball games every outing."
9.339711,4.6492925,2,Status is still the same.  He went through the film session and that was the bulk of what we did.  Status is the same with Goran.
4.7323008,5.1096215,7,"I think everything has been pushed into the pile already. All these cars are pretty much prepared throughout the next three weeks, with the travel to Phoenix, Texas, back to Martinsville. Everything is already prepared."
5.4808598,5.7367277,2," Well, I didn't play my best, but I think a lot of that is due to what he was doing."
6.3722863,5.807263,5,"To be honest with you, I don't think many guys really think about the series in its entirety. I think more guys just try to have -- plan on going in and trying to accomplish the goal of winning today."
7.3951974,4.4448776,4,"No, we didn't have those conversations. Yeah, it was really just about getting the score today and winning the matches."
5.5089073,2.8816824,1,"Not much. We were just looking to keep it simple, and yeah, we were just being in the present and enjoying the moment. That's it. We were just keeping it simple."
8.764349,5.241743,2," I said this last week at Evian I wanted to do Top 10, Top 15, which last week I totally failed.  So this week"
8.101241,5.589536,7,"I'm going to have a press conference tomorrow at noon, and I'll address all those things then. I think I want to just confine this to Stras and the Washington Nationals right now, Barry."
4.7103,5.2661786,1,I don't get caught up in that.  I go out ask there and get myself prepared to play a big game and worry about winning.
7.082497,4.659903,2," No.  It is just that you know, the first match I played very good and today, I think I played much better and I feel like match by match I am getting better and better."
8.048411,3.4841702,6,"No, I don't think it really was ever an idea. I threw a bullpen yesterday. Obviously found out when -- a little while ago. But I'm kind of at that point where I'm preparing for Game 6."
6.673459,4.4826255,7,"What about later in your career, the Olympics? Does anything stand out to you as being such a pristine surface to play on?"
6.993674,3.1984198,2,"I think she passed over 2-4 and made zero hitting errors and she did a really nice job. She had a tough matchup there in the last two sets against Samedy, and she got her hands in front of it."
7.8080115,3.3460872,4," Yeah, I mean, given the condition, I think 67 is a great score, let alone tied for the lead.  Any time you're leading a PGA TOUR event, you have shot a great round of golf."
8.461107,4.3517857,7,"  It definitely reminded me of it, just the excitement, the ""I can't believe this.""   I definitely saw myself, 27 LeBron, 27 AD.  I definitely saw myself in that."
5.452016,5.8162966,1,"MIKE LEACH: Yeah, it's kind of a next-man-up deal.  It's a lot like practice or spring or camp  you just play the next guy."
9.233465,4.321395,4," At times, no.  At times, yes.  Depends on the player, depends on the day.  As far as today, I think that I just definitely went for too much at times."
6.920417,7.1797247,2,"  Well, she's going to get better open looks in this series than she did in the last series, so that's a positive, number one."
7.5358553,3.204066,4,"No, definitely not.  I'm just thankful I shot a really good round today and I got myself back into it."
7.4275985,2.4217808,6,I personally don't think so. I don't think it's one point or two points that determine anything. It's going to sting just as much.
5.949172,7.206142,7,You think about a lot of things before signing. You think about a lot. But I never thought that I'd be here in the big leagues at the biggest stage and performing at the biggest stage.
8.06227,7.1220813,1,"She won't be able to answer that. Yeah, she still was going to sit out. She's a precautionary risk, so like Chloe said, she would probably be expected to play in the semifinal."
6.5518336,3.4593396,1,"  Yes, because before couple weeks I don't have a confidence, you know, like distance.  If I have like a between club, like how do I this, so much thinking before shot."
7.070523,6.6541495,6,"Yeah, I mean, there's probably not going to be a lot of odd-man rushes.  We know that.  It's been a tight series.  Not a lot of room out there."
6.0782366,6.257443,4,"We tried to back up bowlers with the field, with setting the field, but the bowlers didn't really bowl to their field. So, yeah, in that respect, it just didn't go our way."
7.3201275,5.806312,2,I don't think there was one thing that I helped him with.  I think Andre is probably giving more credit to me than I deserve.
5.2448626,5.6106277,2," I don't know.  Maybe.  I hope so, but I have to try to play the next year in the big tournaments claycourt; I have to play good and then to get points and go up in the ranking."
6.654444,5.6225286,7,Had to make a choice between that and Mexico and come home again is going to be the order of the day.  More breakfast.
6.0711713,2.2915332,4," On 17, I didn't hit a good drive.  I hit a 5 iron in.  I had 235 to the pin.  I carried it 223 or so with a 5 iron.  But my driver was very hesitant."
6.70395,6.081339,7,"As of right now, yes. I think he talked to some of you guys already. He gave you thumbs up, didn't he?"
6.969281,4.172985,7,"You know what, he's coming to the game. He's a fan. Hopefully he cheers for the Washington Nationals, and I hope he enjoys the game."
7.241084,4.4027824,4,"It's an incredible feeling. I really don't have many words right now. But after winning games one and two, we had a lot of confidence going into Game 3. Didn't go our way."
4.754042,5.0731816,7," No.  I knew I was going to play two days in a row.  I was supposed to start on Monday, so was prepared for that."
8.832418,3.9851882,7," I am extremely delighted.  I think it's funny because when I won back in '98, I never even made a trip into the media room until after I won.  (Laughing).  So this is my first time."
7.0884056,5.1298723,2," As I said, I really believe I am a better player now and I think I deserve it more, these days and I think I am ready for it much better than I did in that year."
5.750249,2.142305,7,I did not get a free dinner actually. There might have been a bill. I might have hit a window or something so --
6.1797,4.1779027,7,"  Oh, I can see far away.  I just can't see close up anymore.  Can't read the scorecard, but I can see an eagle over there."
5.569199,3.0933485,4,I would say it was very close to maximum.  But not 100%.  I would say it was very close to maximum.  Maybe you can write for which paper you work for.
9.096949,6.5332456,4,"Yeah, everybody is on edge when you go into OT.  One bad bounce, it could be turning out badly for your Team or good for your Team.  Fortunately for us, he put one in."
6.3248024,4.8284874,5,"  Yeah, we'll talk about the starting lineup, we'll submit it 30 minutes prior, not before then. And in terms of the other rotations, obviously you guys will have to see that play out throughout the game."
9.205059,6.218528,7,"  Again, the media is going to look for something, blow something out of proportion.  That's something that's been blown out of proportion."
4.8461185,5.816877,7,"  Not yet.  I saw her son this morning at the daycare.  You know, it is hard to kind of catch up because you're on different schedules and the babies have different schedules."
8.9014435,4.732977,6,"Well, there's been times where that does happen, for sure.  We respond pretty well to adversity.  When it's on the line, we tend to get good results.  That's what we're hoping for tomorrow obviously."
8.873689,3.72016,2," Thank you, Geoff, for joining us.  Great round today.  I know you were probably a little disappointed with that last hole, but still a good day and you're in excellent position for Sunday."
7.0826416,4.5000696,4,"Well, I wasn't aware of that, that a lot of their runs were being scored during that portion of the game. I know in Game 2 obviously it kind of got away from us in those innings."
7.6068463,5.3966184,2,"There was a time maybe when I was -- when I was more beatable, two years back, three years back, but I think I have gotten-- now the players don't really feel that way too much, hopefully."
5.4507127,6.813118,7,"My dream was pitching in the big leagues was my dream. I always imagined playing the World Series and winning the game for us. Something very big for me, big year for me. And I think I'm proud of myself."
8.689474,3.1742806,7," Well, I was on the Nationwide Tour for five years after college, and I've been close a few times.  But I wasn't able to make it out here."
8.135774,4.5311646,7,"Yeah, I guess I haven't really thought about it too much. But I'm sure I'll probably push it back a little bit."
8.707042,3.110418,6,"Yeah, I've never been to the SCG. I've seen it all on TV in the Ashes when I was younger, so it's quite nice to be able to go there and play a game there. Like I'm really excited."
7.785419,6.0255065,4," I didn't make so much final, I mean, it is my second -- third, so -- but one day you have to start to win, so maybe tomorrow."
6.4525642,5.673402,5,"I think other than just the whole keeping the Team motivated, keeping the morale up. I don't know, a lot of guys feed off that. It keeps everyone motivated knowing we're the best. Gives everyone confidence, right?"
8.533038,4.4784374,6,"Yeah, it's exciting. I think after the first couple of games obviously our goal coming here was to be able to get back to Minute Maid. We've accomplished that. And obviously we want to win tonight."
5.6395226,2.8729637,1," No, but I think I was a little bit slower getting into the balls; especially at the net, because I made some mistakes which I shouldn't have.  But that is what happened."
9.067925,6.6407022,1,"  I don't know if you can compare them to any one Team.  I think every Team, every defense has it's own style, it's own characteristics."
8.793095,3.1154833,7,"Yeah, I'll have some family and friends. It's nice to be back in a city that's somewhat familiar. It's an awesome place and I've loved playing here the last couple of years. Yeah, I'm just really excited about it."
5.185638,2.5583804,4," It was just kind of sitting down, nestled down but I could see the ball.  I've been in worse, believe me."
6.5085,4.5704994,1,  It's a huge deal.  It's the switch of a game.  Could be the change of an outcome.  It's key.  We knew that going in we're going to have to close out quarters.  It's tough.  It's not the easiest thing.
7.513554,2.9849572,7,"  It's been a good time.  I got a chance to enjoy the city a little bit for a couple of days, look around.  And again, it's been business at hand."
9.00101,3.392008,7,It's a Taylor Made Rossa putter.  I putted with a Rossa earlier in the year.  I'm going back and forth with it and I grabbed it one out of the barrel and it's totally different than anything I've putted it.
6.002015,7.2110653,5,I think so too. We kept learning as we went. That was the biggest thing. We were just taking it one day at a time and doing whatever we could to just help and benefit the Team.
8.143418,4.861215,5,"  Hell, yeah.  Yeah.  Look, I show up to win every race, like any of these guys.  If you don't have that mindset, I don't know what you're doing here.  I'll always preach that."
7.7405066,5.446275,2,"I don't know if we can say we don't know a ton about them, just because of how good they are this year and how good they were last year."
6.761412,4.3685956,4,"The BYU match from my freshman year, yeah, I saw a little parallels to that game, just that back and forth, like they were playing amazing defense. It was good to be in that environment in a tough situation."
8.057411,3.550281,4,"  Yeah, I think it rained a lot last night and the course was playing quite long and quite soft.  The fairways are quite wet so we played preferred lies, but it was tough to get on the par-5s."
8.569554,5.477278,7, I didn't eat at Flushing Meadow all two weeks.  What I was doing was getting good New York delis sandwiches and eating turkey sandwiches for two straight weeks and didn't eat here at all.
8.090084,5.690833,7,"Good afternoon. My name is Jon Shevstakovsky, and I am vice president of communications and education at the National Baseball Hall of Fame and Museum in Cooperstown. Welcome to the Hall of Fame's MLB press conference."
7.1870623,6.879187,5,"Yeah, I use that as a lot of motivation personally. I love it. Honestly, like, if people want to motivate me, just talk crap about me on the Internet. It works pretty well (smiling)."
5.5934005,2.227763,4,"We actually hit some balls hard, we really did. We just can't get nothing going these last three days. But we hit some balls hard."
6.5935955,4.0648074,4,"Execute.  Last night was a lot better, simplified getting pucks to the net, got some traffic.  We had some pretty good looks.  I probably should have scored on the one.  Hit the post or whatever, so..."
5.981381,3.375074,4,"  Pretty tough start.  You know, like actually 1st hole I make bogey I feel like it's can happen because like long par-4."
7.359453,6.013222,2," Bart, you've had a consistent year as far as making cuts, and you're 168th on the money list but maybe you haven't finished as well as --"
7.833987,5.7978253,4," I thought I had a chance to go in the fifth set, especially with the breakpoint in the next game."
9.340642,5.2202187,5,"Yeah, obviously it feels great when you do something for your Team, and yeah, I'm really looking forward for the semis now."
5.216284,5.2842774,4,"  It was a little bit luck that -- Todd normally plays with Arantxa and Arantxa decided not to play the mixed over here, so Todd was deciding to play or not to play the mixed and then--"
6.5690913,6.926715,4,"  I was talking to Sue about it before we finished.  I talked to Cathy [Engelbert] about it before my Podcast.  To be able to be the 2020 WNBA champs, it's a huge gold star next to that."
8.791764,2.9349144,7," I've got a bunch of family in town, so I'll probably just be at home and entertain all of the family that I've got in town."
6.526894,5.9078894,5,"Yeah, I think those guys both came into our program a little unsure of what their role would be.  They're both very humble and quiet kids.  Credit that's guys for bringing your younger defensemen along."
7.837427,4.124857,3,"  He's a competitor.  What he's trying to do -- you tip your hat to a guy like that.  Obviously, it's a terrible time going down with an injury.  An injury of that caliber obviously hinders you a little bit."
6.9405684,7.153746,4,"This was the first time we've played in these conditions, and it's very different than ours. Usually we have the series, more series in Asia."
6.910521,2.5273056,2,"I think so.  I shot 66 and I was winning so I knew I was going to qualify, so I came straight over and practiced a little bit and got some free clubs and the whole bit."
7.4752817,4.215062,7," Because they was playing volleyball in the big club in France and the first activity was the tennis, so I start with my girlfriend because they was playing tennis so I was playing tennis with them."
6.406148,3.8020895,7,"Well, I think I would characterize it as a tale of two cities. I think as between the negotiating committees, the dialogue has gotten a little more positive in the most recent set of meetings."
6.8765764,5.388907,2, I think it is difficult to say because I think he is second tournament.  I don't know how many tournaments he played.
6.030164,4.7041283,5,"I feel a lot better after today, getting out of here with a good day, leading laps here. I feel good about that leading into next week."
4.6070504,4.599217,6,"So, yeah, the pitch will probably play the same for both Teams. So it's just a matter of consistency on our part to do well in all aspects of the game."
4.9329953,6.187434,5,"I don't know. Everyone is a little bit different, honestly. You just try and get to know one another and try and be authentic and explain who we are, try and find out about the player."
8.903371,6.1109138,5,"This Team had such a great year, and to end like that -- they are a great Team. I just wish we could have responded like we have been."
6.294939,4.855544,1,"Yeah, just in general terms if you look at a lineup and you have -- the fewer guys you have to game plan for, you know, the easier it is to navigate a game on the other side."
8.753739,3.0155554,5,"I don't think I'll be able to describe what it's going to be like.  I know from what I've seen, I've been very, very impressed.  We're excited to get back home and show what this town's about."
7.646807,6.0312705,2,Certainly know who they are. This is certainly about our young core. Those two guys are part of it. They're probably the next wave of players coming.
6.4904995,5.38561,4," Well, as far as I am concerned importance of the tournament and the kind of the player I beat today, yes."
5.1146183,4.7405524,1,"Yeah, it was a lot different this year.  We had the experience.  We knew what the crowd was going to be like.  We actually practiced with crowd noise on our last practice at home."
4.8383656,4.4199643,2,"I'm glad he told you that. I talked to him today, he says he feels real good. He's going to go. And he's going to pitch. And we'll see how far he can take us."
6.6987977,6.1882763,2,"We're counting on Cano. He's another guy that had a bad year last year. Knowing him, knowing his preparation, I have no doubt he'll show up at Spring Training ready to go."
8.3660755,3.8697617,4," He was out today and hopefully get a chance to see him in the next couple of days, I wanted to go last night, but -- obviously I had a match."
6.2555923,5.6088743,7,"I think I might have been in 2000.  I think I was the oldest guy.  Nick Price was there, and I think I have him by maybe four or five months in age."
5.097067,5.336548,4,"Like I said, I just don't -- I don't want to make this about one play. It was a big play. I just don't want to make it about one play."
7.492623,2.3087566,4," I didn't about that.  I just tried to play it point by point to see the next point and don't think about beyond five sets, four sets, beat Jim Courier just --"
8.106427,5.331864,4,"  I don't necessarily think it is an advantage.  You know, we have been involved in a Championship Game already this year.  But once you cross the white lines, it is all the same."
6.1202917,6.566915,2,"CHRIS HIGGS:  I think the only debate about any one player's performance is she being, whoever 'she' is  Is she being measured fairly amongst all other players."
7.9206414,3.7726717,7,"Exactly. We play this part kind of back to back to back, so it's nice to be in the same place. A travel day does take its toll a little bit. So I'm happy we're in Sydney."
4.731042,5.3538346,7, It is enough to worry about is what is in front of me.  I don't need to worry about what everybody else is doing.
8.368947,4.588151,2," Oh, definitely.  I mean, definitely. She beat her earlier this year in Delray Beach.  I mean, I know Gaby is going to remember that.  I mean, I definitely think that she has a great chance."
5.792412,5.4118967,1,"We're pretty good, too. We're going to try to adapt to him. And I think our pitchers did a good job of mixing. We didn't stay in one area, we didn't get him out the same way twice, really."
8.152142,6.9313784,7,"It's devastating. It's not something that I wish on anybody in this room. Just like I don't wish any of you to be standing up here having to answer these questions, either."
6.8619366,6.2256217,7,I think he'll be great. He's a fun-loving guy. He's a different dude. I think he'll be great in that culture.
7.564148,7.2438083,7,"No. They haven't reached out because of that. I've had players reach out to me this off-season, but not specifically for -- after the trade about other things."
4.827161,4.352615,4,"I mean, they won some two-strike counts. They battled. I mean, I feel like I've said this a few times since we've been to the postseason, our opponents have not taken a pitch off."
5.95198,2.4061108,4," 3, I hit it in the rough left and then hit it in the front left bunker, just got it on to the green and 2-putted."
